Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
"Las Vegas",Weekly,"2019-01-13 00:00:00",Organic,1.580000000,13053.28,1541.97,2558.60,0.00,8952.71,8942.43,10.28,0.00
"Los Angeles",Weekly,"2019-01-13 00:00:00",Organic,1.530000000,113283.24,21363.72,24763.73,0.00,67155.79,67136.29,19.50,0.00
Louisville,Weekly,"2019-01-13 00:00:00",Organic,1.320000000,4859.88,9.62,1153.88,0.00,3696.38,3155.50,540.88,0.00
"Miami/Ft. Lauderdale",Weekly,"2019-01-13 00:00:00",Organic,1.410000000,10478.55,1390.79,79.61,0.00,9008.15,9008.15,0.00,0.00
Midsouth,Weekly,"2019-01-13 00:00:00",Organic,1.430000000,214213.50,3113.77,37496.98,380.81,173221.94,162388.15,10833.79,0.00
Nashville,Weekly,"2019-01-13 00:00:00",Organic,1.640000000,3920.03,256.79,1721.26,0.00,1941.98,691.46,1250.52,0.00
"New Orleans/Mobile",Weekly,"2019-01-13 00:00:00",Organic,1.530000000,3694.40,756.18,16.00,0.00,2922.22,2875.55,46.67,0.00
"New York",Weekly,"2019-01-13 00:00:00",Organic,1.710000000,90089.58,11980.13,12140.55,36.22,65932.68,65930.67,2.01,0.00
Northeast,Weekly,"2019-01-13 00:00:00",Organic,1.400000000,358895.70,19099.68,33622.75,31.40,306141.87,268479.78,37662.09,0.00
"Northern New England",Weekly,"2019-01-13 00:00:00",Organic,1.290000000,51986.19,0.00,6478.92,0.00,45507.27,36242.94,9264.33,0.00
Orlando,Weekly,"2019-01-13 00:00:00",Organic,1.430000000,8608.27,331.49,9.00,0.00,8267.78,8267.78,0.00,0.00
Philadelphia,Weekly,"2019-01-13 00:00:00",Organic,1.310000000,36167.52,2671.32,3229.20,0.00,30267.00,30265.58,1.42,0.00
Phoenix/Tucson,Weekly,"2019-01-13 00:00:00",Organic,1.500000000,21331.99,2796.08,4774.25,0.00,13761.66,13737.63,24.03,0.00
Pittsburgh,Weekly,"2019-01-13 00:00:00",Organic,1.250000000,17723.85,1145.49,7.86,0.00,16570.50,16570.50,0.00,0.00
Plains,Weekly,"2019-01-13 00:00:00",Organic,1.250000000,96254.32,17289.96,16116.91,2.15,62845.30,56001.48,6843.82,0.00
Portland,Weekly,"2019-01-13 00:00:00",Organic,1.810000000,32096.91,893.42,9272.89,0.00,21930.60,6247.30,15677.54,5.76
Raleigh/Greensboro,Weekly,"2019-01-13 00:00:00",Organic,2.070000000,17244.60,74.64,5785.01,93.86,11291.09,10722.22,568.87,0.00
Richmond/Norfolk,Weekly,"2019-01-13 00:00:00",Organic,1.200000000,24797.93,53.19,2979.85,32.49,21732.40,20438.50,1293.90,0.00
Roanoke,Weekly,"2019-01-13 00:00:00",Organic,1.370000000,12040.44,294.04,1520.17,0.00,10226.23,8508.98,1717.25,0.00
Sacramento,Weekly,"2019-01-13 00:00:00",Organic,1.970000000,8399.56,2398.06,2747.10,0.00,3254.40,3254.40,0.00,0.00
"San Diego",Weekly,"2019-01-13 00:00:00",Organic,1.560000000,16684.57,3962.28,8401.78,0.00,4320.51,4320.51,0.00,0.00
"San Francisco",Weekly,"2019-01-13 00:00:00",Organic,2.500000000,25954.52,12137.59,9249.86,0.00,4567.07,4567.07,0.00,0.00
Seattle,Weekly,"2019-01-13 00:00:00",Organic,2.060000000,51536.79,1257.98,18526.91,3.99,31747.91,6019.77,25701.53,26.61
"South Carolina",Weekly,"2019-01-13 00:00:00",Organic,1.520000000,17440.89,155.36,4173.11,42.05,13070.37,12076.37,994.00,0.00
"South Central",Weekly,"2019-01-13 00:00:00",Organic,1.390000000,152231.70,25177.38,3781.30,2962.49,120310.53,93853.82,26456.71,0.00
Southeast,Weekly,"2019-01-13 00:00:00",Organic,1.530000000,99725.82,3768.48,12449.99,44.87,83462.48,75317.47,8145.01,0.00
Spokane,Weekly,"2019-01-13 00:00:00",Organic,1.800000000,5375.52,170.87,1764.90,0.00,3439.75,1406.66,2018.67,14.42
"St. Louis",Weekly,"2019-01-13 00:00:00",Organic,1.280000000,17015.03,8481.60,1643.75,0.00,6889.68,6735.04,154.64,0.00
Syracuse,Weekly,"2019-01-13 00:00:00",Organic,1.100000000,10774.27,187.31,172.88,0.00,10414.08,8019.53,2394.55,0.00
Tampa,Weekly,"2019-01-13 00:00:00",Organic,1.460000000,8314.62,273.05,7.13,0.00,8034.44,8034.44,0.00,0.00
West,Weekly,"2019-01-13 00:00:00",Organic,1.750000000,239191.45,21641.65,56802.14,623.71,160123.95,107102.36,52977.61,43.98
"West Tex/New Mexico",Weekly,"2019-01-13 00:00:00",Organic,1.590000000,19214.38,1404.47,1711.49,1707.49,14390.93,13319.56,1071.37,0.00
"Total U.S.",Weekly,"2019-01-20 00:00:00",Conventional,0.990000000,47145264.29,13843021.42,13453612.06,1328746.49,18519884.32,12840426.17,5419914.54,259543.61
Albany,Weekly,"2019-01-20 00:00:00",Conventional,1.170000000,168796.32,4646.85,145017.45,190.22,18941.80,12096.60,6845.20,0.00
Atlanta,Weekly,"2019-01-20 00:00:00",Conventional,0.910000000,846224.79,375933.94,36074.70,4003.50,430212.65,305458.20,124411.11,343.34
Baltimore/Washington,Weekly,"2019-01-20 00:00:00",Conventional,1.270000000,990972.13,119478.77,482956.70,8226.16,380310.50,366786.95,13516.88,6.67
Boise,Weekly,"2019-01-20 00:00:00",Conventional,1.180000000,112194.79,49047.81,5938.93,13532.30,43675.75,24017.64,19618.98,39.13
Boston,Weekly,"2019-01-20 00:00:00",Conventional,1.290000000,870015.36,11262.13,663919.98,1981.89,192851.36,163664.03,29187.33,0.00
Buffalo/Rochester,Weekly,"2019-01-20 00:00:00",Conventional,1.140000000,235528.53,13044.94,99195.64,327.12,122960.83,84505.85,38448.31,6.67
California,Weekly,"2019-01-20 00:00:00",Conventional,1.060000000,7021759.49,1927707.65,2698186.80,122372.99,2273492.05,2120880.78,81374.20,71237.07
Charlotte,Weekly,"2019-01-20 00:00:00",Conventional,0.880000000,387276.13,108158.33,53830.26,6846.83,218440.71,201384.04,16944.02,112.65
Chicago,Weekly,"2019-01-20 00:00:00",Conventional,1.240000000,814578.60,145294.35,445447.52,38751.74,185084.99,136205.56,40867.80,8011.63
Cincinnati/Dayton,Weekly,"2019-01-20 00:00:00",Conventional,0.680000000,488775.41,69416.24,59350.43,26626.86,333381.88,311968.17,20979.35,434.36
Columbus,Weekly,"2019-01-20 00:00:00",Conventional,0.850000000,301045.77,76588.11,54524.42,4245.99,165687.25,142890.25,22767.57,29.43
"Dallas/Ft. Worth",Weekly,"2019-01-20 00:00:00",Conventional,0.730000000,1709004.59,741144.97,266039.60,28164.97,673655.05,420751.96,243847.22,9055.87
Denver,Weekly,"2019-01-20 00:00:00",Conventional,1.070000000,973399.25,161634.26,169959.64,18826.44,622978.91,213483.36,409148.42,347.13
Detroit,Weekly,"2019-01-20 00:00:00",Conventional,0.890000000,696892.16,129188.45,121904.18,168000.26,277799.27,236062.69,17166.73,24569.85
"Grand Rapids",Weekly,"2019-01-20 00:00:00",Conventional,0.980000000,372238.73,5403.61,136139.43,162965.18,67730.51,25182.53,2040.24,40507.74
"Great Lakes",Weekly,"2019-01-20 00:00:00",Conventional,0.940000000,5422420.84,872090.82,1582994.15,684106.43,2283229.44,1729168.41,396976.08,157084.95
Harrisburg/Scranton,Weekly,"2019-01-20 00:00:00",Conventional,1.050000000,397799.74,72127.13,180480.32,919.60,144272.69,140325.05,3940.97,6.67
Hartford/Springfield,Weekly,"2019-01-20 00:00:00",Conventional,1.360000000,392021.35,7635.16,284738.83,716.33,98931.03,91753.38,7177.65,0.00
Houston,Weekly,"2019-01-20 00:00:00",Conventional,0.740000000,1629647.93,691568.41,236935.04,2336.18,698808.30,313817.79,384964.96,25.55
Indianapolis,Weekly,"2019-01-20 00:00:00",Conventional,0.830000000,315277.04,56316.50,94543.68,7414.58,157002.28,133751.81,17786.29,5464.18
Jacksonville,Weekly,"2019-01-20 00:00:00",Conventional,1.080000000,237809.99,127515.18,10142.62,1577.39,98574.80,46321.85,52249.62,3.33
"Las Vegas",Weekly,"2019-01-20 00:00:00",Conventional,0.960000000,381342.59,76318.38,113251.23,9605.12,182167.86,89879.70,92284.83,3.33
"Los Angeles",Weekly,"2019-01-20 00:00:00",Conventional,0.950000000,3319348.03,1134380.22,528178.34,75742.06,1581047.41,1481196.45,48784.90,51066.06
Louisville,Weekly,"2019-01-20 00:00:00",Conventional,0.970000000,147557.38,31561.46,28710.38,614.74,86670.80,59566.93,26217.21,886.66
"Miami/Ft. Lauderdale",Weekly,"2019-01-20 00:00:00",Conventional,1.090000000,880068.90,534221.71,50386.91,6279.09,289181.19,138760.84,150417.02,3.33
Midsouth,Weekly,"2019-01-20 00:00:00",Conventional,1.010000000,4440543.06,1149879.35,1065865.53,36998.80,2187799.38,1869627.21,312611.15,5561.02
Nashville,Weekly,"2019-01-20 00:00:00",Conventional,0.940000000,306952.17,132624.79,9825.65,611.68,163890.05,112356.88,51529.84,3.33
"New Orleans/Mobile",Weekly,"2019-01-20 00:00:00",Conventional,1.040000000,356023.96,196536.92,23668.33,989.63,134829.08,93233.65,41312.09,283.34
"New York",Weekly,"2019-01-20 00:00:00",Conventional,1.270000000,2142388.93,51361.96,1158902.96,11302.91,920821.10,702695.51,218072.14,53.45
Northeast,Weekly,"2019-01-20 00:00:00",Conventional,1.190000000,6578641.08,335718.38,3986124.85,22328.62,2234469.23,1710736.23,523646.17,86.83
"Northern New England",Weekly,"2019-01-20 00:00:00",Conventional,1.050000000,872201.52,15092.60,789416.38,280.07,67412.47,35764.21,31641.59,6.67
Orlando,Weekly,"2019-01-20 00:00:00",Conventional,1.040000000,539310.68,302314.31,21442.72,5445.38,210108.27,105241.45,104866.82,0.00
Philadelphia,Weekly,"2019-01-20 00:00:00",Conventional,1.100000000,656719.64,37383.05,301122.03,2275.37,315939.19,252502.92,63432.94,3.33
Phoenix/Tucson,Weekly,"2019-01-20 00:00:00",Conventional,0.720000000,1469204.32,592028.09,324727.02,21066.41,531382.80,241148.07,290224.73,10.00
Pittsburgh,Weekly,"2019-01-20 00:00:00",Conventional,0.940000000,179251.48,62212.79,25149.15,3049.69,88839.85,45012.35,43827.50,0.00
Plains,Weekly,"2019-01-20 00:00:00",Conventional,1.030000000,2479943.45,939350.29,707079.71,27143.88,806369.57,693656.19,109853.14,2860.24
Portland,Weekly,"2019-01-20 00:00:00",Conventional,0.990000000,737493.96,81473.25,323551.42,24680.48,307788.81,127156.16,180030.76,601.89
Raleigh/Greensboro,Weekly,"2019-01-20 00:00:00",Conventional,0.900000000,488409.10,134089.79,70216.70,7993.38,276109.23,256470.80,19631.76,6.67
Richmond/Norfolk,Weekly,"2019-01-20 00:00:00",Conventional,0.890000000,352765.24,89877.55,79206.16,2002.63,181678.90,154388.39,27287.18,3.33
Roanoke,Weekly,"2019-01-20 00:00:00",Conventional,0.920000000,209215.41,55678.01,35946.38,168.85,117422.17,90850.03,26225.48,346.66
Sacramento,Weekly,"2019-01-20 00:00:00",Conventional,1.210000000,552180.10,116899.83,355795.35,3241.05,76243.87,67362.46,5357.00,3524.41
"San Diego",Weekly,"2019-01-20 00:00:00",Conventional,1.040000000,579057.73,127319.00,209964.22,14170.28,227604.23,214813.47,12779.45,11.31
"San Francisco",Weekly,"2019-01-20 00:00:00",Conventional,1.220000000,1035642.15,153753.45,758217.13,10314.05,113357.52,105511.45,3894.26,3951.81
Seattle,Weekly,"2019-01-20 00:00:00",Conventional,1.350000000,564588.71,116256.76,169200.36,1074.31,278057.28,126066.53,151784.86,205.89
"South Carolina",Weekly,"2019-01-20 00:00:00",Conventional,0.970000000,556903.60,266497.45,53624.19,4606.51,232175.45,175999.06,55978.85,197.54
"South Central",Weekly,"2019-01-20 00:00:00",Conventional,0.790000000,7959120.55,3527921.48,1219159.54,200407.72,3011631.81,1803597.40,1191779.54,16254.87
Southeast,Weekly,"2019-01-20 00:00:00",Conventional,1.010000000,5538561.85,2913798.04,292100.36,32329.09,2300334.36,1376412.46,921635.59,2286.31
Spokane,Weekly,"2019-01-20 00:00:00",Conventional,1.200000000,101849.54,26747.66,26809.67,180.35,48111.86,24893.46,23194.24,24.16
"St. Louis",Weekly,"2019-01-20 00:00:00",Conventional,1.200000000,191511.28,80255.40,9135.98,568.69,101551.21,70806.75,30737.79,6.67
Syracuse,Weekly,"2019-01-20 00:00:00",Conventional,1.140000000,118531.23,6530.33,64317.65,133.00,47550.25,34955.23,12588.35,6.67
Tampa,Weekly,"2019-01-20 00:00:00",Conventional,1.070000000,562716.91,306602.59,27537.24,3073.68,225503.40,99081.74,126408.33,13.33
West,Weekly,"2019-01-20 00:00:00",Conventional,0.980000000,7704273.91,2176555.40,1902101.12,203058.97,3422558.42,1536347.46,1882038.66,4172.30
"West Tex/New Mexico",Weekly,"2019-01-20 00:00:00",Conventional,0.790000000,1041640.83,486627.63,151842.72,109688.43,293482.05,219825.48,73642.64,13.93
"Total U.S.",Weekly,"2019-01-20 00:00:00",Organic,1.520000000,1647038.75,148018.10,255799.00,7280.38,1235928.09,963874.71,272001.78,51.60
Albany,Weekly,"2019-01-20 00:00:00",Organic,1.440000000,4690.37,15.83,521.20,0.00,4153.34,4153.34,0.00,0.00
Atlanta,Weekly,"2019-01-20 00:00:00",Organic,1.700000000,17487.44,154.25,3919.76,0.00,13413.43,6100.78,7312.65,0.00
Baltimore/Washington,Weekly,"2019-01-20 00:00:00",Organic,1.290000000,51058.04,1241.24,5278.35,46.59,44491.86,44412.12,79.74,0.00
Boise,Weekly,"2019-01-20 00:00:00",Organic,1.800000000,3065.66,36.25,1137.22,0.00,1892.19,650.99,1241.20,0.00
Boston,Weekly,"2019-01-20 00:00:00",Organic,1.400000000,39243.75,50.98,2616.80,0.00,36575.97,24531.82,12044.15,0.00
Buffalo/Rochester,Weekly,"2019-01-20 00:00:00",Organic,1.150000000,17478.98,741.25,247.18,0.00,16490.55,6955.05,9535.50,0.00
California,Weekly,"2019-01-20 00:00:00",Organic,1.820000000,197455.79,38084.51,57798.73,0.00,101572.55,101546.09,26.46,0.00
Charlotte,Weekly,"2019-01-20 00:00:00",Organic,1.670000000,13634.46,79.95,4641.45,87.68,8825.38,8387.59,437.79,0.00
Chicago,Weekly,"2019-01-20 00:00:00",Organic,1.590000000,65164.24,614.46,7826.42,0.00,56723.36,56716.69,6.67,0.00
Cincinnati/Dayton,Weekly,"2019-01-20 00:00:00",Organic,1.710000000,13815.57,116.28,3297.07,0.00,10402.22,3236.08,7166.14,0.00
Columbus,Weekly,"2019-01-20 00:00:00",Organic,1.420000000,10989.81,534.61,1537.85,0.00,8917.35,6107.60,2809.75,0.00
"Dallas/Ft. Worth",Weekly,"2019-01-20 00:00:00",Organic,1.380000000,32783.17,6161.53,300.34,566.80,25754.50,16148.65,9605.85,0.00
Denver,Weekly,"2019-01-20 00:00:00",Organic,1.480000000,31552.76,6684.83,1505.33,29.22,23333.38,23109.00,224.38,0.00
Detroit,Weekly,"2019-01-20 00:00:00",Organic,1.320000000,20409.03,1166.99,2767.26,4.16,16470.62,12870.86,3599.76,0.00
"Grand Rapids",Weekly,"2019-01-20 00:00:00",Organic,1.330000000,12431.37,120.14,3572.66,0.00,8738.57,8725.86,12.71,0.00
"Great Lakes",Weekly,"2019-01-20 00:00:00",Organic,1.480000000,225571.32,7416.85,29423.54,4.63,188713.12,158243.49,30469.63,0.00
Harrisburg/Scranton,Weekly,"2019-01-20 00:00:00",Organic,1.210000000,25830.16,360.46,282.48,0.00,25187.22,25187.22,0.00,0.00
Hartford/Springfield,Weekly,"2019-01-20 00:00:00",Organic,1.740000000,21294.12,71.09,8513.28,7.00,12702.75,12702.75,0.00,0.00
Houston,Weekly,"2019-01-20 00:00:00",Organic,1.590000000,27241.51,5790.34,53.97,0.00,21397.20,21253.87,143.33,0.00
Indianapolis,Weekly,"2019-01-20 00:00:00",Organic,1.440000000,10320.79,434.86,1273.66,0.00,8612.27,3769.82,4842.45,0.00
Jacksonville,Weekly,"2019-01-20 00:00:00",Organic,1.480000000,2794.13,132.48,111.83,7.99,2541.83,2530.00,11.83,0.00
"Las Vegas",Weekly,"2019-01-20 00:00:00",Organic,1.580000000,13823.75,1830.18,2318.49,0.00,9675.08,9673.61,1.47,0.00
"Los Angeles",Weekly,"2019-01-20 00:00:00",Organic,1.800000000,86816.63,13320.36,23989.88,0.00,49506.39,49481.62,24.77,0.00
Louisville,Weekly,"2019-01-20 00:00:00",Organic,1.600000000,5074.50,7.16,1097.01,0.00,3970.33,1800.44,2169.89,0.00
"Miami/Ft. Lauderdale",Weekly,"2019-01-20 00:00:00",Organic,1.360000000,9670.45,571.77,34.39,0.00,9064.29,9064.29,0.00,0.00
Midsouth,Weekly,"2019-01-20 00:00:00",Organic,1.510000000,196293.65,3431.19,35702.04,384.54,156775.88,132750.98,24024.90,0.00
Nashville,Weekly,"2019-01-20 00:00:00",Organic,1.720000000,8172.29,158.40,1755.10,0.00,6258.79,664.40,5594.39,0.00
"New Orleans/Mobile",Weekly,"2019-01-20 00:00:00",Organic,1.540000000,3298.19,787.85,17.00,0.00,2493.34,2493.34,0.00,0.00
"New York",Weekly,"2019-01-20 00:00:00",Organic,1.580000000,109285.38,16382.44,13408.54,92.22,79402.18,79398.17,4.01,0.00
Northeast,Weekly,"2019-01-20 00:00:00",Organic,1.450000000,340806.99,24779.56,38593.02,93.08,277341.33,240362.75,36978.58,0.00
"Northern New England",Weekly,"2019-01-20 00:00:00",Organic,1.480000000,37301.00,0.00,6533.81,0.00,30767.19,23311.41,7455.78,0.00
Orlando,Weekly,"2019-01-20 00:00:00",Organic,1.400000000,6096.55,141.57,2.76,0.00,5952.22,5952.22,0.00,0.00
Philadelphia,Weekly,"2019-01-20 00:00:00",Organic,1.370000000,33247.97,2704.76,3402.60,0.00,27140.61,27101.06,39.55,0.00
Phoenix/Tucson,Weekly,"2019-01-20 00:00:00",Organic,1.440000000,23067.91,3933.90,4432.06,0.00,14701.95,14691.29,10.66,0.00
Pittsburgh,Weekly,"2019-01-20 00:00:00",Organic,1.380000000,12613.61,1058.99,6.28,0.00,11548.34,11548.34,0.00,0.00
Plains,Weekly,"2019-01-20 00:00:00",Organic,1.250000000,84717.51,20962.89,5948.16,0.00,57806.46,51950.08,5856.38,0.00
Portland,Weekly,"2019-01-20 00:00:00",Organic,1.650000000,38834.35,924.83,8900.49,0.00,29009.03,3948.35,25060.68,0.00
Raleigh/Greensboro,Weekly,"2019-01-20 00:00:00",Organic,1.960000000,17363.18,55.71,4878.07,97.32,12332.08,12142.85,189.23,0.00
Richmond/Norfolk,Weekly,"2019-01-20 00:00:00",Organic,1.270000000,20170.59,39.98,2738.72,38.72,17353.17,15272.38,2080.79,0.00
Roanoke,Weekly,"2019-01-20 00:00:00",Organic,1.460000000,10565.77,220.06,1370.80,0.00,8974.91,6240.17,2734.74,0.00
Sacramento,Weekly,"2019-01-20 00:00:00",Organic,1.750000000,11967.60,2609.11,3182.36,0.00,6176.13,6176.13,0.00,0.00
"San Diego",Weekly,"2019-01-20 00:00:00",Organic,1.800000000,15916.77,2710.84,8341.62,0.00,4864.31,4864.31,0.00,0.00
"San Francisco",Weekly,"2019-01-20 00:00:00",Organic,1.930000000,41968.33,13294.36,8322.63,0.00,20351.34,20351.34,0.00,0.00
Seattle,Weekly,"2019-01-20 00:00:00",Organic,1.470000000,119004.54,1209.10,31247.98,5.33,86542.13,3494.19,83012.39,35.55
"South Carolina",Weekly,"2019-01-20 00:00:00",Organic,1.470000000,19637.82,82.11,3787.25,33.95,15734.51,14539.47,1195.04,0.00
"South Central",Weekly,"2019-01-20 00:00:00",Organic,1.460000000,152560.35,23962.27,4506.38,5465.16,118626.54,86795.28,31831.26,0.00
Southeast,Weekly,"2019-01-20 00:00:00",Organic,1.530000000,98353.87,2348.15,12536.25,46.29,83423.18,68786.38,14636.80,0.00
Spokane,Weekly,"2019-01-20 00:00:00",Organic,1.890000000,5608.19,180.48,1824.37,2.17,3601.17,844.44,2737.40,19.33
"St. Louis",Weekly,"2019-01-20 00:00:00",Organic,1.290000000,21431.14,12667.78,2046.59,0.00,6716.77,6716.77,0.00,0.00
Syracuse,Weekly,"2019-01-20 00:00:00",Organic,1.200000000,8509.88,283.83,204.00,0.00,8022.05,5362.99,2659.06,0.00
Tampa,Weekly,"2019-01-20 00:00:00",Organic,1.450000000,5307.36,218.59,1.00,0.00,5087.77,5087.77,0.00,0.00
West,Weekly,"2019-01-20 00:00:00",Organic,1.540000000,351279.28,27032.67,71290.87,1286.67,251669.07,123439.67,128177.80,51.60
"West Tex/New Mexico",Weekly,"2019-01-20 00:00:00",Organic,1.600000000,24500.23,2063.50,1890.51,2855.74,17690.48,16538.69,1147.86,3.93
"Total U.S.",Weekly,"2019-01-27 00:00:00",Conventional,1.030000000,43574809.65,14531449.87,11053096.21,830802.01,17159461.56,11231765.56,5628141.16,299554.84
Albany,Weekly,"2019-01-27 00:00:00",Conventional,1.250000000,89103.75,3594.66,72427.35,220.21,12861.53,9891.60,2966.60,3.33
Atlanta,Weekly,"2019-01-27 00:00:00",Conventional,0.940000000,827453.87,373594.69,38276.49,3779.16,411803.53,257216.33,149477.20,5110.00
Baltimore/Washington,Weekly,"2019-01-27 00:00:00",Conventional,1.190000000,1011331.93,115781.38,619162.80,8889.56,267498.19,250271.97,17219.55,6.67
Boise,Weekly,"2019-01-27 00:00:00",Conventional,1.220000000,109621.62,47333.56,6322.81,12754.33,43210.92,22542.76,20590.64,77.52
Boston,Weekly,"2019-01-27 00:00:00",Conventional,1.330000000,697670.45,9596.41,518199.01,1878.40,167996.63,118152.56,49840.74,3.33
Buffalo/Rochester,Weekly,"2019-01-27 00:00:00",Conventional,1.140000000,173688.95,7809.11,65580.33,255.79,100043.72,27753.23,72290.49,0.00
California,Weekly,"2019-01-27 00:00:00",Conventional,1.140000000,6555195.34,2073772.66,2042555.45,160456.11,2278411.12,2011721.58,109246.37,157443.17
Charlotte,Weekly,"2019-01-27 00:00:00",Conventional,1.060000000,316770.73,126415.62,54372.24,7672.20,128310.67,107407.16,20874.44,29.07
Chicago,Weekly,"2019-01-27 00:00:00",Conventional,1.380000000,713449.25,150980.15,366561.56,34627.05,161280.49,125314.86,27331.63,8634.00
Cincinnati/Dayton,Weekly,"2019-01-27 00:00:00",Conventional,0.890000000,321533.68,38565.10,22233.45,19188.09,241547.04,216752.23,24434.83,359.98
Columbus,Weekly,"2019-01-27 00:00:00",Conventional,1.000000000,170178.44,46554.27,21852.91,2691.64,99079.62,78938.19,20132.83,8.60
"Dallas/Ft. Worth",Weekly,"2019-01-27 00:00:00",Conventional,0.710000000,1721562.26,779092.78,265173.51,20732.88,656563.09,456930.00,194834.91,4798.18
Denver,Weekly,"2019-01-27 00:00:00",Conventional,1.140000000,1008530.19,172356.67,182456.80,16995.88,636720.84,192435.49,443867.36,417.99
Detroit,Weekly,"2019-01-27 00:00:00",Conventional,1.260000000,380663.99,73617.64,54319.96,52356.16,200370.23,171250.89,21952.50,7166.84
"Grand Rapids",Weekly,"2019-01-27 00:00:00",Conventional,1.370000000,186606.67,4232.95,92423.02,45850.12,44100.58,30462.29,2120.51,11517.78
"Great Lakes",Weekly,"2019-01-27 00:00:00",Conventional,1.170000000,3539935.21,626603.66,1009441.48,245856.51,1658033.56,1266134.44,316058.29,75840.83
Harrisburg/Scranton,Weekly,"2019-01-27 00:00:00",Conventional,1.080000000,318457.86,62410.32,157774.70,514.32,97758.52,90557.21,7201.31,0.00
